ID_Cliente,Nome_Cliente,Segmento,Porte,Data_Contrato,Data_Servico,Tipo_Servico,Valor,Status_Pagamento,Responsavel,NPS,Custo_Operacional,Margem_Lucro
Cliente_5,Cartório Documentos,Tecnologia,Grande,2023-08-23,2023-09-16,Análise Financeira,19747.27,Pago,Juliana Costa,7,10118.95,48.76
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2020-11-18,Consultoria Contábil,19518.66,Atrasado,Maria Santos,7,9929.07,49.13
Cliente_33,Salão Beleza Total,Educação,Pequeno,2023-01-09,2023-11-06,Planejamento Tributário,3112.91,Atrasado,Ana Silva,9,1174.19,62.28
Cliente_100,Serralheria Metal,Saúde,Grande,2022-04-16,2022-09-14,Consultoria Tributária,13669.04,Pago,Roberto Alves,9,4830.35,64.66
Cliente_9,Borracharia Pneus,Serviços,Médio,2021-12-05,2024-09-07,Abertura de Empresa,3532.12,Atrasado,Fernanda Lima,7,2026.67,42.62
Cliente_92,Confeitaria Doces,Financeiro,Grande,2022-03-29,2023-09-10,Contabilidade Fiscal,12956.09,Atrasado,Roberto Alves,7,7512.82,42.01
Cliente_86,Hotel Conforto,Alimentação,Pequeno,2021-01-02,2023-03-12,Consultoria Tributária,1179.38,Pendente,Roberto Alves,10,508.1,56.92
Cliente_94,Auto Peças Silva,Serviços,Grande,2022-06-08,2022-10-29,Balanço Patrimonial,16325.65,Atrasado,Roberto Alves,9,6530.78,60.0
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2024-12-27,Folha de Pagamento,4758.06,Pago,José Pereira,7,2628.14,44.76
Cliente_98,Ateliê Costura,Alimentação,Pequeno,2023-09-22,2024-07-14,Imposto de Renda PJ,1162.77,Atrasado,Roberto Alves,7,568.81,51.08
Cliente_46,Lavanderia Express,Transporte,Pequeno,2023-03-15,2024-07-25,Contabilidade Fiscal,1658.09,Pendente,Pedro Martins,8,740.78,55.32
Cliente_9,Borracharia Pneus,Serviços,Médio,2021-12-05,2024-12-16,Imposto de Renda PJ,4991.42,Pago,Fernanda Lima,7,2005.48,59.82
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2022-02-02,Regularização Fiscal,1141.79,Pendente,Carlos Oliveira,8,596.37,47.77
Cliente_30,Escola Idiomas,Educação,Pequeno,2021-08-24,2022-01-18,Folha de Pagamento,1387.0,Atrasado,Juliana Costa,8,422.08,69.57
Cliente_81,Seguradora Proteção,Comércio Varejista,Médio,2023-04-07,2023-05-28,Consultoria Tributária,4402.07,Pendente,Maria Santos,7,1977.16,55.09
Cliente_79,Laboratório Farmacêutico,Saúde,Pequeno,2022-06-23,2023-09-17,Contabilidade Fiscal,1871.27,Atrasado,Juliana Costa,8,741.92,60.35
Cliente_28,Borracharia Pneus,Agronegócio,Médio,2022-12-19,2025-02-08,Folha de Pagamento,2232.63,Atrasado,Fernanda Lima,8,963.6,56.84
Cliente_75,Açougue Carnes Nobres,Saúde,Grande,2021-03-07,2021-05-29,Declaração IR,14090.62,Atrasado,Roberto Alves,7,4257.72,69.78
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2024-05-08,Imposto de Renda PJ,17685.66,Atrasado,Ana Silva,8,8700.42,50.81
Cliente_67,Depósito Materiais,Alimentação,Pequeno,2023-10-07,2025-01-10,Regularização Fiscal,1488.21,Atrasado,Fernanda Lima,7,726.48,51.18
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2024-11-03,Regularização Fiscal,10561.04,Atrasado,José Pereira,8,4639.09,56.07
Cliente_81,Seguradora Proteção,Comércio Varejista,Médio,2023-04-07,2025-02-10,Abertura de Empresa,4015.18,Pago,Maria Santos,10,1803.84,55.07
Cliente_21,Transportadora Entregas,Entretenimento,Médio,2021-03-11,2024-12-12,Folha de Pagamento,2351.04,Pendente,Pedro Martins,10,735.86,68.7
Cliente_95,Joalheria Brilhante,Alimentação,Grande,2022-11-13,2023-01-05,Balanço Patrimonial,11822.48,Pendente,Carlos Oliveira,9,5033.06,57.43
Cliente_96,Laboratório Análises,Agronegócio,Pequeno,2021-06-05,2025-03-22,Auditoria,1601.33,Atrasado,Ana Silva,8,515.72,67.79
Cliente_75,Açougue Carnes Nobres,Saúde,Grande,2021-03-07,2023-11-24,Folha de Pagamento,11320.27,Atrasado,Roberto Alves,8,5542.48,51.04
Cliente_35,Ateliê Costura,Saúde,Pequeno,2020-04-28,2021-06-16,Auditoria,1281.19,Atrasado,José Pereira,8,676.6,47.19
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2022-04-18,Análise Financeira,25129.63,Atrasado,Fernanda Lima,8,8190.81,67.41
Cliente_67,Depósito Materiais,Alimentação,Pequeno,2023-10-07,2025-02-18,Consultoria Contábil,2858.18,Pendente,Fernanda Lima,8,1069.96,62.56
Cliente_56,Lavanderia Express,Alimentação,Pequeno,2020-12-03,2024-03-03,Abertura de Empresa,2797.23,Pendente,Juliana Costa,7,1671.01,40.26
Cliente_94,Auto Peças Silva,Serviços,Grande,2022-06-08,2025-04-05,Folha de Pagamento,10889.83,Atrasado,Roberto Alves,7,5091.5,53.25
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2024-06-16,Escrituração Contábil,7322.47,Pago,Carlos Oliveira,7,3250.7,55.61
Cliente_40,Associação Comercial,Saúde,Médio,2023-10-07,2024-03-20,Escrituração Contábil,3658.28,Atrasado,Roberto Alves,10,1300.46,64.45
Cliente_48,Imobiliária Casa Nova,Financeiro,Médio,2021-12-26,2024-08-02,Escrituração Contábil,4447.46,Atrasado,Juliana Costa,10,2338.77,47.41
Cliente_90,Pizzaria Delícia,Tecnologia,Pequeno,2020-02-18,2023-07-26,Balanço Patrimonial,1814.38,Pendente,José Pereira,9,1027.65,43.36
Cliente_15,Clínica Odontológica Sorriso,Educação,Médio,2021-03-05,2023-04-28,Auditoria,4371.05,Atrasado,Fernanda Lima,8,1492.81,65.85
Cliente_43,Empresa Telemarketing,Tecnologia,Pequeno,2020-05-25,2021-09-25,Balanço Patrimonial,885.4,Pago,Ana Silva,8,465.68,47.4
Cliente_98,Ateliê Costura,Alimentação,Pequeno,2023-09-22,2024-05-09,Auditoria,1966.4,Atrasado,Roberto Alves,10,885.74,54.96
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2023-01-13,Escrituração Contábil,12474.09,Atrasado,Maria Santos,7,4447.09,64.35
Cliente_59,Salão Beleza Total,Tecnologia,Médio,2021-03-21,2021-09-15,Contabilidade Fiscal,2321.83,Atrasado,Ana Silva,8,1042.27,55.11
Cliente_27,Loja Informática,Alimentação,Grande,2020-05-10,2023-04-11,Imposto de Renda PJ,17982.96,Atrasado,Juliana Costa,7,6967.59,61.25
Cliente_9,Borracharia Pneus,Serviços,Médio,2021-12-05,2022-01-19,Consultoria Contábil,6535.46,Atrasado,Fernanda Lima,9,2913.8,55.42
Cliente_86,Hotel Conforto,Alimentação,Pequeno,2021-01-02,2024-11-29,Balanço Patrimonial,2123.03,Atrasado,Roberto Alves,9,781.35,63.2
Cliente_48,Imobiliária Casa Nova,Financeiro,Médio,2021-12-26,2023-08-08,Demonstrativo de Resultado,2934.92,Atrasado,Juliana Costa,9,1040.97,64.53
Cliente_23,Oficina Mecânica Rápida,Tecnologia,Grande,2023-02-23,2025-02-17,Escrituração Contábil,5495.33,Pago,Fernanda Lima,8,2375.45,56.77
Cliente_48,Imobiliária Casa Nova,Financeiro,Médio,2021-12-26,2023-01-07,Abertura de Empresa,3057.53,Atrasado,Juliana Costa,8,1406.75,53.99
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2020-07-16,Regularização Fiscal,26718.31,Pendente,Maria Santos,9,13203.47,50.58
Cliente_38,Corretora Investimentos,Indústria,Médio,2022-12-16,2024-04-14,Consultoria Tributária,7928.56,Pendente,Juliana Costa,10,3184.15,59.84
Cliente_15,Clínica Odontológica Sorriso,Educação,Médio,2021-03-05,2025-04-11,Planejamento Tributário,4418.35,Pendente,Fernanda Lima,10,1799.23,59.28
Cliente_42,Papelaria Escolar,Serviços,Médio,2020-02-13,2020-06-04,Análise Financeira,6523.31,Atrasado,José Pereira,10,3282.0,49.69
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2023-04-05,Regularização Fiscal,20452.3,Pago,Ana Silva,9,8574.98,58.07
Cliente_92,Confeitaria Doces,Financeiro,Grande,2022-03-29,2024-08-20,Auditoria,16249.79,Atrasado,Roberto Alves,8,8423.18,48.16
Cliente_57,TechSolutions Ltda,Alimentação,Médio,2022-07-20,2024-11-17,Demonstrativo de Resultado,2958.5,Atrasado,Fernanda Lima,7,1015.04,65.69
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2025-03-13,Consultoria Contábil,21887.17,Atrasado,José Pereira,9,9287.91,57.56
Cliente_72,Seguradora Proteção,Entretenimento,Médio,2023-06-06,2024-09-21,Escrituração Contábil,4553.94,Atrasado,Ana Silva,9,2506.38,44.96
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2025-04-01,Balanço Patrimonial,15624.35,Atrasado,José Pereira,10,5269.36,66.27
Cliente_86,Hotel Conforto,Alimentação,Pequeno,2021-01-02,2022-08-14,Regularização Fiscal,1184.1,Atrasado,Roberto Alves,7,567.97,52.03
Cliente_47,Sorveteria Gelada,Construção,Médio,2021-01-24,2024-04-28,Planejamento Tributário,8707.65,Atrasado,Carlos Oliveira,7,4820.42,44.64
Cliente_21,Transportadora Entregas,Entretenimento,Médio,2021-03-11,2024-06-14,Folha de Pagamento,2629.31,Atrasado,Pedro Martins,9,827.22,68.54
Cliente_38,Corretora Investimentos,Indústria,Médio,2022-12-16,2024-06-10,Imposto de Renda PJ,4644.13,Pendente,Juliana Costa,9,2608.76,43.83
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2023-10-31,Consultoria Tributária,2794.73,Atrasado,Ana Silva,9,1151.16,58.81
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2023-08-17,Auditoria,14367.24,Pendente,Juliana Costa,7,6109.01,57.48
Cliente_10,Padaria Delícia,Entretenimento,Médio,2023-01-03,2023-05-02,Consultoria Contábil,3195.83,Atrasado,Carlos Oliveira,9,1123.85,64.83
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2023-12-12,Escrituração Contábil,11337.88,Atrasado,José Pereira,8,6738.47,40.57
Cliente_55,Floricultura Jardim,Indústria,Médio,2022-09-21,2024-08-28,Demonstrativo de Resultado,2582.96,Atrasado,Pedro Martins,7,1138.37,55.93
Cliente_33,Salão Beleza Total,Educação,Pequeno,2023-01-09,2023-02-22,Contabilidade Fiscal,880.8,Atrasado,Ana Silva,8,313.07,64.46
Cliente_45,Dedetizadora Controle,Tecnologia,Médio,2023-10-02,2023-10-31,Contabilidade Fiscal,4306.2,Pendente,Pedro Martins,8,1944.13,54.85
Cliente_9,Borracharia Pneus,Serviços,Médio,2021-12-05,2022-06-25,Consultoria Contábil,2873.98,Pendente,Fernanda Lima,7,1701.61,40.79
Cliente_13,Pousada Descanso,Tecnologia,Médio,2020-06-12,2021-08-24,Balanço Patrimonial,4171.06,Atrasado,José Pereira,9,2479.24,40.56
Cliente_55,Floricultura Jardim,Indústria,Médio,2022-09-21,2023-04-28,Balanço Patrimonial,2811.25,Atrasado,Pedro Martins,9,1437.73,48.86
Cliente_72,Seguradora Proteção,Entretenimento,Médio,2023-06-06,2023-07-17,Contabilidade Fiscal,2394.29,Pendente,Ana Silva,10,880.53,63.22
Cliente_53,Sorveteria Gelada,Serviços,Médio,2023-02-01,2023-11-25,Consultoria Contábil,7270.15,Pago,Carlos Oliveira,9,2572.1,64.62
Cliente_87,Churrascaria Fogo,Financeiro,Grande,2021-05-23,2024-02-23,Imposto de Renda PJ,14873.46,Atrasado,Fernanda Lima,7,7770.34,47.76
Cliente_22,Agropecuária Rural,Financeiro,Médio,2020-10-19,2021-02-28,Auditoria,6623.7,Pendente,Fernanda Lima,10,2540.56,61.64
Cliente_92,Confeitaria Doces,Financeiro,Grande,2022-03-29,2023-10-09,Demonstrativo de Resultado,9854.71,Atrasado,Roberto Alves,10,4468.37,54.66
Cliente_19,Loja Informática,Educação,Pequeno,2021-04-14,2023-11-01,Contabilidade Fiscal,743.74,Pendente,Ana Silva,7,334.27,55.06
Cliente_4,Lavanderia Express,Tecnologia,Grande,2023-05-17,2023-11-16,Regularização Fiscal,13983.14,Atrasado,Ana Silva,10,7520.4,46.22
Cliente_26,Restaurante Sabor,Serviços,Pequeno,2023-07-09,2024-05-04,Imposto de Renda PJ,1853.63,Atrasado,Maria Santos,7,1107.01,40.28
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2022-07-20,Planejamento Tributário,16529.95,Pendente,Maria Santos,9,9346.2,43.46
Cliente_22,Agropecuária Rural,Financeiro,Médio,2020-10-19,2023-07-22,Regularização Fiscal,6499.4,Atrasado,Fernanda Lima,10,2877.76,55.72
Cliente_21,Transportadora Entregas,Entretenimento,Médio,2021-03-11,2024-01-12,Folha de Pagamento,2852.45,Pendente,Pedro Martins,9,908.3,68.16
Cliente_76,Buffet Festas,Financeiro,Grande,2021-06-24,2021-09-24,Declaração IR,13494.4,Atrasado,Pedro Martins,7,5781.6,57.16
Cliente_46,Lavanderia Express,Transporte,Pequeno,2023-03-15,2024-05-09,Auditoria,1125.4,Atrasado,Pedro Martins,9,376.27,66.57
Cliente_22,Agropecuária Rural,Financeiro,Médio,2020-10-19,2020-11-28,Balanço Patrimonial,4457.4,Pago,Fernanda Lima,9,1364.5,69.39
Cliente_61,Loja Fashion,Comércio Varejista,Grande,2022-09-03,2024-04-27,Folha de Pagamento,7225.74,Atrasado,Maria Santos,8,2896.01,59.92
Cliente_65,Fábrica Laticínios,Serviços,Médio,2023-09-08,2024-08-20,Declaração IR,3705.74,Pendente,Roberto Alves,8,1431.18,61.38
Cliente_7,Clínica Odontológica Sorriso,Entretenimento,Médio,2021-11-27,2023-07-28,Análise Financeira,3934.62,Atrasado,Fernanda Lima,9,1503.06,61.8
Cliente_73,Assessoria Contábil,Transporte,Médio,2023-09-20,2025-03-16,Planejamento Tributário,6153.93,Atrasado,Carlos Oliveira,9,2215.56,64.0
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2022-12-20,Análise Financeira,2192.05,Atrasado,Pedro Martins,8,1036.96,52.69
Cliente_28,Borracharia Pneus,Agronegócio,Médio,2022-12-19,2024-10-25,Consultoria Contábil,5136.22,Pendente,Fernanda Lima,10,2981.01,41.96
Cliente_94,Auto Peças Silva,Serviços,Grande,2022-06-08,2022-10-08,Balanço Patrimonial,10099.24,Pendente,Roberto Alves,10,3995.22,60.44
Cliente_9,Borracharia Pneus,Serviços,Médio,2021-12-05,2023-01-25,Consultoria Contábil,6380.01,Atrasado,Fernanda Lima,7,2201.03,65.5
Cliente_4,Lavanderia Express,Tecnologia,Grande,2023-05-17,2024-01-23,Demonstrativo de Resultado,11509.16,Atrasado,Ana Silva,8,4394.35,61.82
Cliente_4,Lavanderia Express,Tecnologia,Grande,2023-05-17,2024-02-05,Demonstrativo de Resultado,7960.1,Pago,Ana Silva,10,4256.03,46.53
Cliente_8,Salão Beleza Total,Tecnologia,Médio,2020-07-28,2025-05-23,Contabilidade Fiscal,3157.34,Pago,Carlos Oliveira,7,1323.14,58.09
Cliente_93,Construbem,Serviços,Médio,2020-12-31,2021-10-14,Abertura de Empresa,6332.85,Pendente,Fernanda Lima,9,2843.04,55.11
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2021-09-21,Análise Financeira,13492.35,Pendente,Ana Silva,8,7834.33,41.94
Cliente_28,Borracharia Pneus,Agronegócio,Médio,2022-12-19,2023-05-15,Contabilidade Fiscal,4668.51,Atrasado,Fernanda Lima,9,2380.4,49.01
Cliente_15,Clínica Odontológica Sorriso,Educação,Médio,2021-03-05,2022-12-13,Balanço Patrimonial,5662.05,Pago,Fernanda Lima,9,2505.83,55.74
Cliente_48,Imobiliária Casa Nova,Financeiro,Médio,2021-12-26,2023-09-18,Folha de Pagamento,3953.22,Atrasado,Juliana Costa,8,1486.0,62.41
Cliente_50,Loja Fashion,Alimentação,Grande,2021-11-25,2023-08-20,Imposto de Renda PJ,16982.82,Pendente,Carlos Oliveira,10,5134.92,69.76
Cliente_51,Sorveteria Gelada,Tecnologia,Pequeno,2023-01-03,2023-09-21,Consultoria Tributária,1077.43,Pendente,Pedro Martins,9,607.5,43.62
Cliente_99,Fábrica Laticínios,Educação,Grande,2020-09-12,2024-04-23,Regularização Fiscal,10412.79,Pendente,Fernanda Lima,9,5364.83,48.48
Cliente_13,Pousada Descanso,Tecnologia,Médio,2020-06-12,2025-01-25,Declaração IR,4309.05,Pendente,José Pereira,10,2191.42,49.14
Cliente_98,Ateliê Costura,Alimentação,Pequeno,2023-09-22,2023-11-14,Imposto de Renda PJ,1898.34,Atrasado,Roberto Alves,9,897.43,52.73
Cliente_15,Clínica Odontológica Sorriso,Educação,Médio,2021-03-05,2022-01-22,Abertura de Empresa,7751.05,Atrasado,Fernanda Lima,9,3375.17,56.46
Cliente_95,Joalheria Brilhante,Alimentação,Grande,2022-11-13,2023-03-29,Consultoria Tributária,14246.36,Atrasado,Carlos Oliveira,10,8019.52,43.71
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2021-11-09,Folha de Pagamento,1576.67,Pago,Maria Santos,10,566.78,64.05
Cliente_90,Pizzaria Delícia,Tecnologia,Pequeno,2020-02-18,2024-11-27,Declaração IR,641.23,Pago,José Pereira,8,374.59,41.58
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2020-06-23,Escrituração Contábil,13695.91,Atrasado,Maria Santos,8,4891.68,64.28
Cliente_35,Ateliê Costura,Saúde,Pequeno,2020-04-28,2021-12-08,Escrituração Contábil,1139.49,Pago,José Pereira,9,590.27,48.2
Cliente_25,Papelaria Escolar,Indústria,Grande,2022-10-07,2023-12-09,Declaração IR,9030.58,Pendente,Carlos Oliveira,9,4288.36,52.51
Cliente_83,Padaria Delícia,Educação,Pequeno,2023-10-28,2025-02-08,Contabilidade Fiscal,535.38,Pendente,José Pereira,10,278.84,47.92
Cliente_33,Salão Beleza Total,Educação,Pequeno,2023-01-09,2023-03-24,Contabilidade Fiscal,1327.74,Atrasado,Ana Silva,7,400.46,69.84
Cliente_65,Fábrica Laticínios,Serviços,Médio,2023-09-08,2024-10-02,Consultoria Tributária,7791.57,Atrasado,Roberto Alves,8,3514.96,54.89
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2024-06-22,Declaração IR,724.88,Pendente,Carlos Oliveira,10,407.02,43.85
Cliente_36,Transportadora Entregas,Serviços,Pequeno,2022-09-22,2024-10-26,Auditoria,3864.06,Atrasado,Carlos Oliveira,9,1664.38,56.93
Cliente_22,Agropecuária Rural,Financeiro,Médio,2020-10-19,2022-07-27,Escrituração Contábil,4134.6,Pendente,Fernanda Lima,7,1474.71,64.33
Cliente_7,Clínica Odontológica Sorriso,Entretenimento,Médio,2021-11-27,2023-03-12,Declaração IR,3294.38,Pago,Fernanda Lima,10,1028.63,68.78
Cliente_46,Lavanderia Express,Transporte,Pequeno,2023-03-15,2025-03-10,Balanço Patrimonial,1713.26,Atrasado,Pedro Martins,9,606.83,64.58
Cliente_22,Agropecuária Rural,Financeiro,Médio,2020-10-19,2025-01-01,Balanço Patrimonial,4520.76,Pago,Fernanda Lima,7,2069.62,54.22
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2021-08-11,Regularização Fiscal,2937.65,Atrasado,Maria Santos,7,1228.67,58.18
Cliente_76,Buffet Festas,Financeiro,Grande,2021-06-24,2022-01-27,Consultoria Contábil,15001.84,Atrasado,Pedro Martins,9,7174.8,52.17
Cliente_1,Laboratório Farmacêutico,Serviços,Pequeno,2021-07-17,2023-05-22,Folha de Pagamento,1242.4,Pendente,José Pereira,8,451.5,63.66
Cliente_7,Clínica Odontológica Sorriso,Entretenimento,Médio,2021-11-27,2023-06-29,Auditoria,8635.93,Atrasado,Fernanda Lima,8,5091.01,41.05
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2022-01-22,Folha de Pagamento,1361.62,Atrasado,Pedro Martins,7,530.44,61.04
Cliente_56,Lavanderia Express,Alimentação,Pequeno,2020-12-03,2025-01-18,Demonstrativo de Resultado,2012.43,Atrasado,Juliana Costa,8,899.33,55.31
Cliente_50,Loja Fashion,Alimentação,Grande,2021-11-25,2024-07-27,Consultoria Tributária,24023.57,Atrasado,Carlos Oliveira,10,7876.95,67.21
Cliente_66,Depósito Materiais,Tecnologia,Grande,2021-10-05,2023-09-04,Planejamento Tributário,25045.23,Atrasado,José Pereira,7,9697.79,61.28
Cliente_56,Lavanderia Express,Alimentação,Pequeno,2020-12-03,2021-05-14,Demonstrativo de Resultado,1445.88,Atrasado,Juliana Costa,9,680.37,52.94
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2021-04-24,Folha de Pagamento,2805.59,Pendente,Pedro Martins,9,1056.19,62.35
Cliente_11,Borracharia Pneus,Serviços,Grande,2021-08-23,2024-06-19,Folha de Pagamento,5090.89,Atrasado,Roberto Alves,9,2006.75,60.58
Cliente_93,Construbem,Serviços,Médio,2020-12-31,2023-07-20,Demonstrativo de Resultado,4656.09,Atrasado,Fernanda Lima,8,1506.09,67.65
Cliente_78,Autoescola Direção,Comércio Varejista,Pequeno,2021-11-14,2023-04-29,Consultoria Contábil,2217.57,Atrasado,Maria Santos,10,1125.51,49.25
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2024-09-12,Escrituração Contábil,1076.24,Atrasado,Maria Santos,10,582.67,45.86
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2021-02-02,Declaração IR,6773.19,Atrasado,Ana Silva,8,3352.2,50.51
Cliente_56,Lavanderia Express,Alimentação,Pequeno,2020-12-03,2024-06-07,Consultoria Contábil,2509.04,Atrasado,Juliana Costa,8,1431.97,42.93
Cliente_95,Joalheria Brilhante,Alimentação,Grande,2022-11-13,2024-11-01,Planejamento Tributário,26276.52,Atrasado,Carlos Oliveira,10,8284.37,68.47
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2021-02-23,Imposto de Renda PJ,12808.59,Pendente,Carlos Oliveira,9,3984.82,68.89
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2024-04-14,Balanço Patrimonial,1916.69,Pendente,Pedro Martins,7,817.66,57.34
Cliente_41,Centro Automotivo,Transporte,Médio,2020-09-04,2023-10-12,Contabilidade Fiscal,3642.67,Atrasado,José Pereira,10,1855.05,49.07
Cliente_3,Empresa Telemarketing,Alimentação,Pequeno,2020-03-02,2021-01-26,Consultoria Tributária,2865.13,Atrasado,Carlos Oliveira,10,972.27,66.07
Cliente_38,Corretora Investimentos,Indústria,Médio,2022-12-16,2024-12-25,Escrituração Contábil,3014.75,Atrasado,Juliana Costa,8,1466.83,51.34
Cliente_37,Funerária Paz,Indústria,Pequeno,2023-09-13,2023-12-10,Imposto de Renda PJ,1711.39,Pendente,Pedro Martins,10,669.32,60.89
Cliente_27,Loja Informática,Alimentação,Grande,2020-05-10,2023-06-24,Folha de Pagamento,6301.84,Pendente,Juliana Costa,7,3415.88,45.8
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2024-04-06,Contabilidade Fiscal,1357.26,Atrasado,Carlos Oliveira,7,720.74,46.9
Cliente_72,Seguradora Proteção,Entretenimento,Médio,2023-06-06,2024-03-05,Declaração IR,5106.27,Pendente,Ana Silva,10,3006.54,41.12
Cliente_97,Cooperativa Agronegócio,Alimentação,Pequeno,2022-11-30,2023-03-23,Contabilidade Fiscal,1539.31,Atrasado,José Pereira,8,752.69,51.1
Cliente_27,Loja Informática,Alimentação,Grande,2020-05-10,2022-05-20,Declaração IR,15138.7,Atrasado,Juliana Costa,9,6061.27,59.96
Cliente_18,Borracharia Pneus,Saúde,Grande,2023-11-10,2024-03-14,Consultoria Contábil,17159.54,Atrasado,José Pereira,9,7747.65,54.85
Cliente_11,Borracharia Pneus,Serviços,Grande,2021-08-23,2023-02-18,Auditoria,21438.82,Atrasado,Roberto Alves,8,7319.18,65.86
Cliente_55,Floricultura Jardim,Indústria,Médio,2022-09-21,2023-11-18,Regularização Fiscal,8555.17,Pago,Pedro Martins,10,2940.2,65.63
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2024-08-05,Demonstrativo de Resultado,9039.96,Atrasado,Carlos Oliveira,10,4770.91,47.22
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2024-12-02,Declaração IR,2319.45,Atrasado,Maria Santos,9,987.6,57.42
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2025-03-31,Consultoria Contábil,1293.52,Atrasado,Ana Silva,8,659.81,48.99
Cliente_58,Doceria Gourmet,Entretenimento,Grande,2023-02-12,2024-12-02,Abertura de Empresa,16578.73,Pendente,Pedro Martins,10,8830.16,46.74
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2024-02-07,Folha de Pagamento,10491.88,Atrasado,José Pereira,8,3439.72,67.22
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2022-08-20,Balanço Patrimonial,5475.67,Atrasado,Pedro Martins,9,2836.14,48.2
Cliente_65,Fábrica Laticínios,Serviços,Médio,2023-09-08,2023-12-30,Escrituração Contábil,2725.34,Atrasado,Roberto Alves,7,1184.49,56.54
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2024-09-24,Folha de Pagamento,1036.08,Pendente,Maria Santos,8,419.72,59.49
Cliente_37,Funerária Paz,Indústria,Pequeno,2023-09-13,2025-04-21,Imposto de Renda PJ,915.46,Atrasado,Pedro Martins,9,399.41,56.37
Cliente_19,Loja Informática,Educação,Pequeno,2021-04-14,2025-04-10,Regularização Fiscal,3192.71,Atrasado,Ana Silva,9,1606.08,49.7
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2024-11-09,Balanço Patrimonial,1661.55,Atrasado,Pedro Martins,10,863.2,48.05
Cliente_54,Restaurante Sabor,Financeiro,Grande,2020-01-31,2024-09-13,Declaração IR,13456.52,Pendente,Carlos Oliveira,7,6840.5,49.17
Cliente_59,Salão Beleza Total,Tecnologia,Médio,2021-03-21,2023-11-15,Folha de Pagamento,4215.09,Atrasado,Ana Silva,7,1731.88,58.91
Cliente_38,Corretora Investimentos,Indústria,Médio,2022-12-16,2023-01-26,Balanço Patrimonial,3889.41,Pendente,Juliana Costa,8,2081.37,46.49
Cliente_54,Restaurante Sabor,Financeiro,Grande,2020-01-31,2020-05-09,Consultoria Tributária,23691.03,Atrasado,Carlos Oliveira,7,10075.14,57.47
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2022-05-03,Análise Financeira,2011.84,Atrasado,Maria Santos,8,908.2,54.86
Cliente_59,Salão Beleza Total,Tecnologia,Médio,2021-03-21,2023-09-28,Imposto de Renda PJ,6824.73,Atrasado,Ana Silva,8,3890.6,42.99
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2024-11-18,Folha de Pagamento,1594.92,Pendente,Carlos Oliveira,9,746.92,53.17
Cliente_16,Companhia Saneamento,Financeiro,Grande,2020-05-26,2024-01-04,Balanço Patrimonial,14241.67,Pago,Maria Santos,8,7479.26,47.48
Cliente_65,Fábrica Laticínios,Serviços,Médio,2023-09-08,2023-09-27,Contabilidade Fiscal,3433.75,Pendente,Roberto Alves,10,1117.32,67.46
